name,full_name,birth_date,age,height_cm,weight_kgs,positions,nationality,overall_rating,potential,value_euro,wage_euro,preferred_foot,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),body_type,release_clause_euro,national_team,national_rating,national_team_position,national_jersey_number,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,freekick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,composure,marking,standing_tackle,sliding_tackle,positions_list,primary_position,positions_count,flag_missing_birth_date,flag_overall_gt_potential,flag_non_positive_value,flag_non_positive_wage,player_key
G. Tansey,Greg Tansey,1988-11-21,37.2,185.42,78.0,"CDM,CM",England,66,66,500000.0,3000.0,Right,1,3,3,Normal,875000.0,,,,,63,61,60,69,58,63,73,75,67,66,66,66,68,64,64,75,82,70,82,73,54,60,60,68,73,68,63,64,61,"['CDM', 'CM']",CDM,2,False,False,False,False,greg-tansey-1988-11-21
R. James,Reece James,1999-12-08,26.1,154.94,82.1,RB,England,71,85,4400000.0,13000.0,Right,1,3,3,Stocky,11000000.0,,,,,71,39,58,68,42,71,63,66,68,70,79,78,65,68,62,69,62,68,76,46,68,68,58,64,42,63,66,72,68,['RB'],RB,1,False,False,False,False,reece-james-1999-12-08
B. Safari,Behrang Safari,1985-02-09,40.9,154.94,73.9,CB,Sweden,69,69,425000.0,4000.0,Left,2,2,2,Stocky,553000.0,,,,,67,30,50,66,48,65,63,58,57,66,59,72,52,71,70,52,59,62,75,46,75,70,42,65,55,76,72,68,65,['CB'],CB,1,False,False,False,False,behrang-safari-1985-02-09
Allef,Allef de Andrade Rodrigues,1994-11-04,31.2,175.26,72.1,ST,Brazil,65,69,725000.0,2000.0,Right,1,2,3,Normal,1600000.0,,,,,32,66,67,50,64,68,54,41,39,65,69,68,75,60,78,67,71,67,65,58,30,17,63,57,68,57,19,20,20,['ST'],ST,1,False,False,False,False,allef-de-andrade-rodrigues-1994-11-04
Ortuño,Alfredo Ortuño Martínez,1991-01-21,35.0,182.88,77.1,ST,Spain,70,70,1900000.0,6000.0,Left,1,4,3,Normal,,,,,,49,73,64,58,69,71,68,53,41,67,61,66,59,67,59,70,63,53,75,58,38,29,75,59,70,61,39,18,15,['ST'],ST,1,False,False,False,False,alfredo-ortu-o-mart-nez-1991-01-21
J. Matip,Joël Andre Job Matip,1991-08-08,34.5,193.04,89.8,CB,Cameroon,80,82,15000000.0,99000.0,Right,2,2,2,Lean,28900000.0,,,,,54,36,82,77,50,65,63,22,74,69,55,69,55,78,47,66,66,73,77,48,75,83,51,72,42,75,80,84,78,['CB'],CB,1,False,False,False,False,jo-l-andre-job-matip-1991-08-08
S. Belkahia,Semi Belkahia,1998-12-22,27.1,193.04,87.1,CB,Germany,56,66,120000.0,1000.0,Right,1,4,2,Normal,198000.0,,,,,37,31,60,42,34,26,21,25,29,41,55,67,44,58,48,62,52,59,77,27,72,42,31,29,34,39,48,61,45,['CB'],CB,1,False,False,False,False,semi-belkahia-1998-12-22
A. Fejzullahu,Arbnor Fejzullahu,1993-04-08,32.8,185.42,77.1,RB,Albania,60,65,230000.0,1000.0,Right,1,3,2,Normal,351000.0,,,,,44,32,51,52,32,62,36,27,49,57,75,81,55,53,59,30,62,64,68,28,58,55,52,45,38,56,57,63,59,['RB'],RB,1,False,False,False,False,arbnor-fejzullahu-1993-04-08
B. Dočkal,Bořek Dočkal,1988-09-30,37.3,182.88,72.1,"CAM,CM",Czech Republic,76,76,7500000.0,1000.0,Right,1,4,4,Lean,16500000.0,,,,,80,70,57,77,72,76,82,76,73,78,65,62,70,74,66,78,63,65,58,78,58,50,75,78,71,74,52,46,40,"['CAM', 'CM']",CAM,2,False,False,False,False,bo-ek-do-kal-1988-09-30
G. Shoji,昌子 源,1992-12-11,33.1,182.88,73.9,CB,Japan,75,80,7500000.0,23000.0,Right,1,5,2,Normal,15600000.0,,,,,40,29,72,67,28,47,37,34,70,57,75,86,52,73,69,67,78,82,79,49,74,74,29,31,32,69,78,76,71,['CB'],CB,1,False,False,False,False,1992-12-11
Y. Mvogo,Yvon Mvogo,1994-06-06,31.6,190.5,89.8,GK,Switzerland,76,81,7500000.0,27000.0,Right,1,3,1,Normal,13300000.0,,,,,13,10,24,24,19,18,14,20,22,27,43,41,58,71,57,22,71,28,74,14,37,13,13,58,20,30,28,18,12,['GK'],GK,1,False,False,False,False,yvon-mvogo-1994-06-06
Kim Hyun,김현 金炫,1993-05-03,32.7,190.5,86.2,ST,Korea Republic,63,68,500000.0,2000.0,Right,1,4,2,Normal,663000.0,,,,,46,60,63,55,54,60,53,43,45,63,62,64,62,57,33,67,58,57,78,55,69,32,64,60,57,60,12,24,22,['ST'],ST,1,False,False,False,False,1993-05-03
E. Berger,Espen Hammer Berger,1994-03-09,31.9,185.42,74.8,CB,Norway,60,67,250000.0,1000.0,Right,1,2,2,Lean,363000.0,,,,,30,22,60,35,23,23,24,30,27,43,60,59,48,48,56,42,65,67,72,30,53,56,25,32,36,40,60,65,66,['CB'],CB,1,False,False,False,False,espen-hammer-berger-1994-03-09
I. Santillán,Iván Santillán,1991-05-06,34.7,172.72,72.1,"LB,LM",Peru,66,66,525000.0,3000.0,Left,1,2,3,Lean,866000.0,,,,,67,55,43,67,55,66,52,60,65,66,73,73,76,57,66,63,59,70,65,64,61,64,56,56,63,59,61,65,66,"['LB', 'LM']",LB,2,False,False,False,False,iv-n-santill-n-1991-05-06
A. Guira,Adama Guira,1988-04-24,37.7,185.42,74.8,"CDM,CM",Burkina Faso,66,66,475000.0,4000.0,Right,1,3,2,Lean,594000.0,,,,,55,43,62,64,52,61,53,42,60,64,67,69,69,66,60,59,69,83,81,53,81,60,42,52,38,59,66,65,59,"['CDM', 'CM']",CDM,2,False,False,False,False,adama-guira-1988-04-24
Avilés,Javier Avilés Cortés,1997-08-17,28.4,154.94,74.8,"RM,LM,CAM",Spain,65,74,850000.0,5000.0,Right,1,4,4,Lean,2000000.0,,,,,64,61,44,65,35,68,40,42,61,70,68,70,52,58,58,52,48,54,55,32,25,19,62,60,51,57,20,21,22,"['RM', 'LM', 'CAM']",RM,3,False,False,False,False,javier-avil-s-cort-s-1997-08-17
D. Kądzior,Damian Kądzior,1992-06-16,33.6,175.26,73.9,RM,Poland,72,73,3700000.0,1000.0,Left,1,2,3,Lean,8300000.0,Poland,77.0,SUB,17.0,81,65,51,68,41,72,80,75,71,72,82,78,83,62,82,67,79,72,57,62,52,46,63,70,50,63,35,41,42,['RM'],RM,1,False,False,False,False,damian-k-dzior-1992-06-16
L. Nieuwpoort,Lars Nieuwpoort,1994-10-29,31.2,187.96,69.9,CB,Netherlands,64,68,500000.0,2000.0,Left,1,2,2,Normal,763000.0,,,,,32,28,62,61,28,57,48,45,64,58,65,67,66,50,48,55,69,66,72,45,60,65,23,28,37,62,62,63,61,['CB'],CB,1,False,False,False,False,lars-nieuwpoort-1994-10-29
A. Saroka,Anton Saroka,1992-03-05,33.9,187.96,78.0,ST,Belarus,65,67,675000.0,4000.0,Right,1,3,2,Normal,1000000.0,,,,,49,66,60,59,47,57,42,28,41,65,57,62,52,57,50,67,59,58,76,64,29,16,69,61,69,66,12,18,19,['ST'],ST,1,False,False,False,False,anton-saroka-1992-03-05
S. Ohlsson,Sebastian Ohlsson,1992-12-31,33.1,185.42,78.0,"CDM,CM",Sweden,62,67,350000.0,1000.0,Right,1,2,2,Lean,464000.0,,,,,57,45,42,68,54,56,61,48,68,63,60,55,58,53,65,61,54,72,68,62,50,54,51,58,52,60,54,61,53,"['CDM', 'CM']",CDM,2,False,False,False,False,sebastian-ohlsson-1992-12-31
M. Cash,Matty Cash,1997-08-07,28.5,152.4,64.0,"LM,RM",England,70,81,3100000.0,19000.0,Right,1,3,3,Lean,6400000.0,,,,,67,64,42,66,48,71,64,46,64,69,80,83,86,65,67,62,63,85,54,64,53,63,58,67,44,70,50,62,63,"['LM', 'RM']",LM,2,False,False,False,False,matty-cash-1997-08-07
C. Ayala,Camilo Andrés Ayala Quintero,1986-06-23,39.6,152.4,73.9,CDM,Colombia,66,66,375000.0,1000.0,Right,1,3,3,Lean,506000.0,,,,,47,45,57,70,45,64,57,45,68,70,58,60,67,66,63,51,71,79,73,62,53,54,54,62,50,66,64,62,56,['CDM'],CDM,1,False,False,False,False,camilo-andr-s-ayala-quintero-1986-06-23
Luiz Gustavo,Luiz Gustavo Dias,1987-07-23,38.5,187.96,78.0,"CDM,CB",Brazil,82,82,16500000.0,57000.0,Left,3,3,3,Lean,31400000.0,,,,,63,48,72,79,54,68,42,60,76,73,63,62,65,83,62,78,76,85,81,73,88,83,53,69,58,84,82,81,84,"['CDM', 'CB']",CDM,2,False,False,False,False,luiz-gustavo-dias-1987-07-23
R. Miyaichi,宮市 亮,1992-12-14,33.1,182.88,71.2,"RM,LM",Japan,67,68,900000.0,6000.0,Right,2,4,3,Lean,1500000.0,,,,,65,58,29,57,51,73,61,48,48,71,90,92,91,66,70,63,58,32,39,41,22,25,63,59,62,57,22,28,21,"['RM', 'LM']",RM,2,False,False,False,False,1992-12-14
W. Cyprien,Wylan Cyprien,1995-01-28,31.0,154.94,74.8,"CM,CDM",France,78,83,13500000.0,30000.0,Right,2,3,4,Normal,26700000.0,,,,,74,75,67,78,66,78,78,83,75,79,76,77,80,70,75,82,78,79,78,79,78,76,72,77,71,79,74,77,69,"['CM', 'CDM']",CM,2,False,False,False,False,wylan-cyprien-1995-01-28
K. Despodov,Kiril Despodov,1996-11-11,29.2,152.4,68.9,RW,Bulgaria,63,71,550000.0,5000.0,Right,1,3,3,Normal,1000000.0,Bulgaria,67.0,LM,19.0,45,65,48,59,49,66,55,38,32,65,78,73,73,60,71,79,60,64,61,60,54,18,65,46,52,69,21,26,24,['RW'],RW,1,False,False,False,False,kiril-despodov-1996-11-11
Pastrana,Víctor Pastrana Carrasco,1996-09-27,29.3,154.94,69.9,"LM,LW,RW",Spain,65,75,875000.0,4000.0,Left,1,3,2,Lean,2000000.0,,,,,64,55,55,68,38,69,52,51,66,72,75,70,73,58,62,49,56,46,48,56,42,29,57,55,56,46,35,24,23,"['LM', 'LW', 'RW']",LM,3,False,False,False,False,v-ctor-pastrana-carrasco-1996-09-27
A. Kartalis,Alexandros Kartalis,1995-01-29,31.0,152.4,66.2,"LB,CAM,LM",Greece,61,65,270000.0,1000.0,Left,1,3,3,Lean,412000.0,,,,,63,46,49,64,52,64,58,58,60,62,77,75,81,61,72,59,59,68,55,55,52,51,52,64,55,41,48,58,56,"['LB', 'CAM', 'LM']",LB,3,False,False,False,False,alexandros-kartalis-1995-01-29
Neto,Alvino Volpi Neto,1992-08-01,33.5,187.96,93.0,GK,Brazil,63,68,350000.0,1000.0,Right,1,2,1,Normal,,,,,,20,13,18,30,19,15,15,19,20,25,49,48,31,57,45,25,55,43,70,18,25,23,15,12,32,43,22,20,12,['GK'],GK,1,False,False,False,False,alvino-volpi-neto-1992-08-01
Raúl Llorente,Raúl Llorente Raposo,1986-04-02,39.8,170.18,68.9,LB,Spain,64,64,250000.0,2000.0,Left,1,3,2,Normal,313000.0,,,,,62,24,57,61,38,59,55,30,56,60,78,75,73,55,77,56,73,75,64,39,69,60,59,46,32,56,59,62,63,['LB'],LB,1,False,False,False,False,ra-l-llorente-raposo-1986-04-02
P. Schobesberger,Philipp Schobesberger,1993-12-10,32.1,175.26,64.0,"LM,RM,CF",Austria,70,73,2300000.0,9000.0,Right,1,4,3,Lean,3600000.0,,,,,67,66,55,66,59,68,61,54,61,72,91,92,90,59,70,61,86,69,66,64,61,47,58,66,48,62,40,42,44,"['LM', 'RM', 'CF']",LM,3,False,False,False,False,philipp-schobesberger-1993-12-10
Hong Chul,홍철 洪喆,1990-09-17,35.3,175.26,67.1,"LB,LM",Korea Republic,69,69,875000.0,4000.0,Left,1,3,2,Normal,1100000.0,,,,,65,24,58,61,24,64,65,73,63,61,82,82,73,65,80,63,82,81,76,61,63,64,53,64,51,60,63,68,67,"['LB', 'LM']",LB,2,False,False,False,False,1990-09-17
M. Boudjemaa,Mehdi Boudjemaa,1998-04-07,27.8,154.94,69.9,CDM,France,60,75,425000.0,2000.0,Right,1,3,2,Lean,1100000.0,,,,,45,34,61,63,33,52,43,44,57,56,62,66,58,57,62,52,68,70,66,41,63,53,36,45,47,50,56,63,58,['CDM'],CDM,1,False,False,False,False,mehdi-boudjemaa-1998-04-07
E. Džeko,Edin Džeko,1986-03-17,39.8,193.04,79.8,ST,Bosnia Herzegovina,85,85,30500000.0,115000.0,Right,3,5,2,Lean,51900000.0,,,,,63,89,83,77,77,76,65,54,72,84,65,66,57,83,36,86,66,76,80,79,51,50,89,74,67,83,58,28,16,['ST'],ST,1,False,False,False,False,edin-d-eko-1986-03-17
B. Al Seliteen,Bader Mansour Al Seliteen,1990-07-16,35.5,175.26,67.1,"CM,CDM,RM",Saudi Arabia,62,62,300000.0,4000.0,Right,1,3,2,Lean,495000.0,,,,,61,40,47,66,60,60,63,38,68,65,49,48,73,53,69,52,78,67,67,54,70,56,49,62,41,64,46,48,46,"['CM', 'CDM', 'RM']",CM,3,False,False,False,False,bader-mansour-al-seliteen-1990-07-16
L. Bénes,László Bénes,1997-09-09,28.4,154.94,72.1,"CAM,CM",Slovakia,69,80,1800000.0,9000.0,Left,1,3,3,Normal,,,,,,74,62,38,76,75,68,76,72,63,71,67,64,76,58,78,69,59,58,56,72,49,28,63,69,50,56,35,33,47,"['CAM', 'CM']",CAM,2,False,False,False,False,l-szl-b-nes-1997-09-09
A. Jagiełło,Aleksander Jagiełło,1995-02-02,31.0,170.18,62.1,"LM,RM",Poland,63,68,500000.0,2000.0,Left,1,3,3,Lean,713000.0,,,,,64,61,33,62,45,65,60,52,58,63,79,73,90,52,93,60,86,38,34,46,32,40,63,55,56,65,33,40,33,"['LM', 'RM']",LM,2,False,False,False,False,aleksander-jagie-o-1995-02-02
M. Bareiro,Lucas Mariano Bareiro,1995-03-08,30.9,182.88,73.9,"CB,CDM",Argentina,68,76,1100000.0,6000.0,Right,1,2,2,Normal,,,,,,42,53,72,67,45,68,41,63,63,65,69,67,69,61,56,59,73,73,70,59,58,72,49,64,45,48,65,67,64,"['CB', 'CDM']",CB,2,False,False,False,False,lucas-mariano-bareiro-1995-03-08
S. Özcan,Salih Özcan,1998-01-11,28.0,154.94,73.9,"CM,CDM",Germany,70,82,3100000.0,9000.0,Right,1,3,3,Normal,5300000.0,,,,,54,57,53,74,50,73,55,53,71,75,67,65,74,59,74,64,57,61,66,48,73,60,61,73,60,69,65,76,69,"['CM', 'CDM']",CM,2,False,False,False,False,salih-zcan-1998-01-11
H. Sheppeard,Harry Sheppeard,1999-12-20,26.1,154.94,69.9,"RWB,RB",England,53,71,110000.0,1000.0,Right,1,2,2,Lean,278000.0,,,,,49,29,43,38,25,53,38,29,27,29,74,75,66,53,66,26,57,59,49,24,52,52,40,32,33,34,50,52,55,"['RWB', 'RB']",RWB,2,False,False,False,False,harry-sheppeard-1999-12-20
K. Anzai,安在 和樹,1994-08-07,31.5,172.72,68.0,"RB,LB,RM",Japan,61,67,290000.0,1000.0,Left,1,2,2,Lean,421000.0,,,,,59,37,45,54,50,57,38,37,47,63,66,67,63,57,69,51,61,65,47,42,55,60,47,41,41,55,60,63,57,"['RB', 'LB', 'RM']",RB,3,False,False,False,False,1994-08-07
A. Dioussé,Assane Dioussé El Hadji,1997-09-20,28.3,175.26,68.0,"CDM,CM",Senegal,72,80,4000000.0,14000.0,Left,1,3,3,Lean,,,,,,50,34,58,76,36,73,63,45,74,76,72,61,82,69,75,62,68,78,54,55,68,69,50,71,56,62,62,70,68,"['CDM', 'CM']",CDM,2,False,False,False,False,assane-diouss-el-hadji-1997-09-20
C. Terán,Carlos Terán,2000-09-24,25.3,182.88,78.0,CB,Colombia,54,73,120000.0,1000.0,Right,1,3,2,Stocky,237000.0,,,,,28,24,48,33,22,29,23,24,31,32,64,66,48,46,59,44,74,57,68,28,51,49,23,25,39,43,55,55,56,['CB'],CB,1,False,False,False,False,carlos-ter-n-2000-09-24
S. March,Solly March,1994-07-20,31.5,154.94,77.1,"LM,RM,RW",England,74,78,7500000.0,34000.0,Left,1,2,3,Lean,14800000.0,,,,,76,66,40,72,54,79,70,64,65,75,78,79,78,64,77,74,35,68,61,71,55,30,67,73,55,68,63,50,42,"['LM', 'RM', 'RW']",LM,3,False,False,False,False,solly-march-1994-07-20
Da Costa,Angelo Esmael da Costa Júnior,1983-11-12,42.2,185.42,81.2,GK,Brazil,74,74,2300000.0,20000.0,Right,1,2,1,Normal,3900000.0,,,,,12,13,12,28,11,11,13,11,30,20,42,37,43,72,40,24,54,30,63,11,30,17,10,34,23,55,16,19,18,['GK'],GK,1,False,False,False,False,angelo-esmael-da-costa-j-nior-1983-11-12
B. Figueroa,Benjamín Figueroa,1997-02-14,28.9,152.4,73.0,ST,Chile,52,57,70000.0,1000.0,Right,1,2,2,Lean,100000.0,,,,,34,60,56,38,35,42,42,35,31,53,61,31,57,50,72,48,71,54,55,51,31,18,50,51,60,44,35,20,18,['ST'],ST,1,False,False,False,False,benjam-n-figueroa-1997-02-14
S. O'Neill,Shane O'Neill,1993-09-02,32.4,187.96,86.2,CB,United States,65,70,625000.0,2000.0,Right,1,2,2,Normal,953000.0,,,,,46,48,49,64,42,60,59,43,60,62,59,67,53,70,49,62,63,58,80,51,67,62,53,54,42,59,62,63,63,['CB'],CB,1,False,False,False,False,shane-o-neill-1993-09-02
Y. Poulsen,Yussuf Yurary Poulsen,1994-06-15,31.6,193.04,78.0,ST,Denmark,80,82,18500000.0,55000.0,Right,2,3,3,Lean,32800000.0,Denmark,78.0,RW,20.0,69,78,85,75,75,75,71,43,48,75,79,79,75,81,55,74,84,87,79,59,84,48,82,65,59,68,55,59,33,['ST'],ST,1,False,False,False,False,yussuf-yurary-poulsen-1994-06-15
E. Apeh,Emmanuel Apeh,1996-10-25,29.2,154.94,69.9,ST,Nigeria,66,76,1100000.0,5000.0,Right,1,3,2,Normal,2400000.0,,,,,48,65,66,63,65,67,54,36,38,60,72,76,70,59,65,69,55,69,72,62,35,17,60,55,62,52,30,16,15,['ST'],ST,1,False,False,False,False,emmanuel-apeh-1996-10-25
P. McClean,Patrick McClean,1996-11-22,29.2,185.42,73.0,"CB,LB",Republic of Ireland,59,71,250000.0,1000.0,Left,1,3,2,Normal,438000.0,,,,,40,33,59,48,57,50,40,42,44,50,65,62,58,52,53,55,77,67,76,43,74,50,42,32,52,44,55,54,57,"['CB', 'LB']",CB,2,False,False,False,False,patrick-mcclean-1996-11-22
S. Ingason,Sverrir Ingi Ingason,1993-08-05,32.5,187.96,83.0,"CB,RB",Iceland,73,78,4500000.0,1000.0,Right,1,3,2,Normal,9900000.0,Iceland,72.0,SUB,5.0,45,43,66,56,30,47,48,46,57,60,63,59,58,73,58,61,80,68,77,60,73,74,54,49,50,70,76,75,76,"['CB', 'RB']",CB,2,False,False,False,False,sverrir-ingi-ingason-1993-08-05
M. Rygaard,Mikkel Rygaard Jensen,1990-12-25,35.1,152.4,73.0,"CAM,ST,CM",Denmark,71,71,2500000.0,10000.0,Left,1,3,3,Lean,3100000.0,,,,,63,63,48,70,57,68,71,68,66,73,73,69,80,72,74,63,71,75,66,65,72,33,69,72,57,69,59,44,39,"['CAM', 'ST', 'CM']",CAM,3,False,False,False,False,mikkel-rygaard-jensen-1990-12-25
D. Noone,Darragh Noone,1997-04-28,28.7,185.42,73.9,"CM,CAM",Republic of Ireland,55,64,140000.0,1000.0,Right,1,3,2,Lean,245000.0,,,,,39,45,52,56,38,57,35,33,53,57,52,64,56,54,59,45,56,62,54,39,42,45,47,54,42,48,38,51,49,"['CM', 'CAM']",CM,2,False,False,False,False,darragh-noone-1997-04-28
A. Koljic,Alem  Koljic,1999-02-16,26.9,175.26,69.9,"LB,CDM",Germany,56,68,140000.0,1000.0,Left,1,3,2,Normal,231000.0,,,,,44,27,53,51,24,42,37,28,39,51,69,66,71,45,77,43,62,65,56,23,57,55,36,28,30,38,49,55,57,"['LB', 'CDM']",LB,2,False,False,False,False,alem-koljic-1999-02-16
O. Afolayan,Oladapo Afolayan,1997-09-11,28.4,154.94,69.9,"ST,RM",England,57,69,190000.0,7000.0,Right,1,3,2,Lean,,,,,,36,56,56,52,46,53,42,32,35,54,73,73,58,59,69,52,64,50,58,51,35,29,50,40,54,54,26,17,11,"['ST', 'RM']",ST,2,False,False,False,False,oladapo-afolayan-1997-09-11
A. Martínez,Ariel Elías Martínez Arce,1994-01-10,32.0,175.26,68.9,"LM,CAM",Chile,66,68,800000.0,2000.0,Right,1,4,3,Lean,1100000.0,,,,,52,61,53,66,32,72,50,59,62,71,68,68,74,57,72,70,70,72,70,66,47,42,56,64,53,57,39,36,43,"['LM', 'CAM']",LM,2,False,False,False,False,ariel-el-as-mart-nez-arce-1994-01-10
N. Estévez,Nahuel Estévez,1995-11-14,30.2,154.94,74.8,"RM,CM",Argentina,63,71,550000.0,3000.0,Right,1,3,2,Normal,935000.0,,,,,56,59,43,63,55,62,52,46,62,67,71,69,72,55,66,66,61,64,57,47,41,62,55,57,66,53,63,58,57,"['RM', 'CM']",RM,2,False,False,False,False,nahuel-est-vez-1995-11-14
J. Kauko,Joni Kauko,1990-07-12,35.5,187.96,84.8,CM,Finland,66,66,650000.0,3000.0,Right,1,3,2,Normal,813000.0,,,,,49,54,68,68,32,58,37,38,62,65,51,61,59,71,64,59,75,86,83,45,74,66,67,61,43,67,66,67,63,['CM'],CM,1,False,False,False,False,joni-kauko-1990-07-12
H. Arslan,Hakan Arslan,1989-03-12,36.9,152.4,74.8,LB,Turkey,58,58,100000.0,2000.0,Left,1,2,2,Normal,195000.0,,,,,40,27,51,33,32,63,35,33,26,36,62,61,57,57,66,32,56,63,56,28,58,60,47,39,48,45,68,70,69,['LB'],LB,1,False,False,False,False,hakan-arslan-1989-03-12
C. Davies,Curtis  Davies,1985-03-15,40.8,187.96,88.9,CB,England,75,75,2700000.0,36000.0,Right,2,3,2,Normal,5100000.0,,,,,25,35,76,62,33,43,26,25,55,64,56,60,61,72,50,49,76,65,83,34,69,78,42,43,33,72,76,76,73,['CB'],CB,1,False,False,False,False,curtis-davies-1985-03-15
G. Tutino,Gennaro Tutino,1996-08-20,29.4,152.4,76.2,"ST,RW,CF",Italy,72,83,5500000.0,31000.0,Right,1,3,3,Normal,,,,,,69,72,65,68,68,75,69,68,64,72,77,77,73,69,71,74,70,65,58,72,52,25,69,70,74,57,34,29,34,"['ST', 'RW', 'CF']",ST,3,False,False,False,False,gennaro-tutino-1996-08-20
J. Montoya,Juan Pablo Montoya,1998-10-15,27.3,185.42,73.0,GK,Colombia,55,71,160000.0,1000.0,Right,1,1,1,Lean,316000.0,,,,,14,7,11,15,5,5,12,10,27,18,25,29,33,33,36,20,49,29,50,8,24,7,6,37,15,24,8,11,14,['GK'],GK,1,False,False,False,False,juan-pablo-montoya-1998-10-15
I. Koné,Ibrahima Koné,1999-06-16,26.6,190.5,83.0,ST,Mali,56,70,200000.0,1000.0,Left,1,2,2,Normal,375000.0,,,,,31,54,54,46,41,53,43,28,28,54,72,69,67,52,66,55,62,66,70,50,44,10,50,45,44,47,24,15,17,['ST'],ST,1,False,False,False,False,ibrahima-kon-1999-06-16
A. Linde,Andreas Linde,1993-07-24,32.5,195.58,93.0,GK,Sweden,69,74,1000000.0,3000.0,Right,1,2,1,Lean,1300000.0,,,,,16,13,12,22,12,20,13,12,18,18,48,49,30,60,32,21,60,25,70,19,18,22,15,54,23,55,18,14,11,['GK'],GK,1,False,False,False,False,andreas-linde-1993-07-24
K. Ito,Kenta Ito,1999-05-12,26.7,175.26,62.1,LB,Japan,56,65,120000.0,1000.0,Left,1,2,2,Lean,174000.0,,,,,59,28,32,51,27,48,29,28,45,45,67,62,63,54,78,28,60,63,37,26,54,52,40,29,28,41,49,62,58,['LB'],LB,1,False,False,False,False,kenta-ito-1999-05-12
B. Delacourt,Benjamin Delacourt,1985-09-10,40.4,152.4,77.1,"CB,RB",France,66,66,375000.0,4000.0,Right,1,3,2,Normal,563000.0,,,,,55,24,65,61,27,32,22,36,60,42,66,67,63,63,77,66,67,65,69,37,74,65,29,49,39,66,66,65,64,"['CB', 'RB']",CB,2,False,False,False,False,benjamin-delacourt-1985-09-10
R. Murawski,Radosław Murawski,1994-04-22,31.7,172.72,68.0,"CM,CDM,RM",Poland,69,76,1500000.0,2000.0,Right,1,3,3,Normal,2600000.0,,,,,63,47,60,72,48,67,60,61,66,71,80,75,81,61,78,64,87,94,62,59,77,63,51,70,47,67,66,66,64,"['CM', 'CDM', 'RM']",CM,3,False,False,False,False,rados-aw-murawski-1994-04-22
Chen Wei,陈威,1998-02-14,27.9,187.96,81.2,GK,China PR,53,65,80000.0,1000.0,Right,1,1,1,Normal,192000.0,,,,,14,5,13,18,9,12,13,10,29,12,26,34,32,55,33,23,48,28,61,7,20,11,6,50,10,26,21,13,12,['GK'],GK,1,False,False,False,False,1998-02-14
G. Arokoyo,Gbenga Arokoyo,1992-11-01,33.2,187.96,78.0,CB,Nigeria,63,67,400000.0,1000.0,Right,1,2,2,Normal,530000.0,,,,,31,19,62,58,38,33,33,26,54,45,55,49,41,59,38,56,39,64,77,40,70,66,16,33,29,64,56,64,63,['CB'],CB,1,False,False,False,False,gbenga-arokoyo-1992-11-01
V. Kovalenko,Viktor Kovalenko,1996-02-14,29.9,182.88,74.8,"CAM,CM",Ukraine,74,82,8500000.0,1000.0,Right,1,3,3,Lean,19600000.0,,,,,71,71,59,74,76,73,75,75,68,75,79,75,74,68,69,74,64,87,68,73,57,68,73,71,68,64,59,59,55,"['CAM', 'CM']",CAM,2,False,False,False,False,viktor-kovalenko-1996-02-14
I. Boye,Isaac Boye,1997-01-05,29.0,187.96,82.1,ST,Nigeria,59,67,230000.0,1000.0,Right,1,3,2,Normal,334000.0,,,,,32,60,55,38,48,62,35,31,24,49,63,72,56,48,49,64,54,64,76,51,58,18,58,35,46,44,24,17,17,['ST'],ST,1,False,False,False,False,isaac-boye-1997-01-05
A. May,Adam May,1997-12-06,28.1,182.88,73.0,"CM,CAM",England,61,72,425000.0,2000.0,Right,1,2,2,Lean,829000.0,,,,,37,57,55,62,37,55,34,32,60,58,71,73,67,62,76,58,72,74,64,57,58,55,57,57,36,44,43,57,52,"['CM', 'CAM']",CM,2,False,False,False,False,adam-may-1997-12-06
M. Kleinsorge,Marius Kleinsorge,1995-10-30,30.2,170.18,68.9,"RM,RW",Germany,65,70,725000.0,1000.0,Right,1,4,3,Normal,1100000.0,,,,,65,64,47,60,61,65,50,39,39,64,82,76,87,62,84,64,73,69,50,53,42,18,64,54,50,52,38,18,25,"['RM', 'RW']",RM,2,False,False,False,False,marius-kleinsorge-1995-10-30
Benjamin Meseira,Benjamin Chris Meseira Zonta,1984-02-29,41.9,154.94,74.8,RB,Brazil,73,73,1100000.0,13000.0,Right,1,3,3,Normal,2200000.0,,,,,74,34,52,65,32,67,61,47,54,71,77,81,70,73,67,70,64,85,71,44,67,70,53,51,51,70,73,70,69,['RB'],RB,1,False,False,False,False,benjamin-chris-meseira-zonta-1984-02-29
N. Bandiera,Neri Ricardo Bandiera,1989-07-03,36.5,172.72,64.9,"RW,ST,CAM,RM",Argentina,65,65,550000.0,2000.0,Right,1,3,3,Lean,743000.0,,,,,34,64,57,60,38,68,31,27,49,66,76,76,81,68,83,51,61,61,38,79,25,17,73,51,61,50,20,17,17,"['RW', 'ST', 'CAM', 'RM']",RW,4,False,False,False,False,neri-ricardo-bandiera-1989-07-03
